TERMINALCODE,ID,AIRPORTIATACODE,AIRPORTICAOCODE,AIRPORTNAME,CITYCODE,ACTIVESTATUS,AIRPORTLATITUDE,AIRPORTLONGITUDE,LOAD_TIME
KWO_00,4997,KWI,OKBK,Kuwait International Airport,KWI,1,29.240116,47.971251,,
KWP_00,4998,KWI,OKBK,Kuwait International Airport,KWI,1,29.240116,47.971251,,
KWQ_00,4999,KWI,OKBK,Kuwait International Airport,KWI,1,29.240116,47.971251,,
KWR_00,5000,KWI,OKBK,Kuwait International Airport,KWI,1,29.240116,47.971251,,
KWS_00,5001,KWJ,RKJJ,Gwangju Airport,KWJ,1,35.140176,126.810208,,
KWT_00,5002,KWK,,Kwigillingok Airport,KWK,1,59.833333,-163.133333,,
KWU_00,5003,KWL,ZGKL,Guilin Liangjiang International Airport,KWL,1,25.217585,110.046839,,
KWV_00,5004,KWM,YKOW,Kowanyama Airport,KWM,1,-15.4875,141.748333,,
KWX_00,5005,KWN,PAQH,Kwinhagak Airport,KWN,1,59.751235,-161.840523,,
KWY_00,5006,KWO,,Kawito Airport,KWO,1,-7.983333,142.816667,,
KWZ_00,5007,KWP,,West Point Village Sea Plane Base,KWP,1,57.770376,-153.545131,,
KXA_00,5008,KWQ,,Kassel Wilhelmshoehe Rail Station,KSF,1,51.31305556,9.446666667,,
KXB_00,5009,KWR,,Kwai Harbour Airport,KWR,1,-8.566667,160.733333,,
KXD_00,5010,KWS,AGKW,Kwailibesi Airport,KWS,1,-8.360508,160.775127,,
KXE_00,5011,KWT,,Kwethluk Airport,KWT,1,60.808889,-161.4375,,
KXF_00,5012,KWU,,Mansion House,KWU,0,,,,
KXK_00,5013,KWV,,Kurwina Airport,KWV,1,-6.183333,155.333333,,
KXN_00,5014,KWX,,Kiwai Island Airport,KWX,1,-8.583333,143.416667,,
KXO_00,5015,KWY,,Kiwayu Airport,KWY,1,-2.016667,41.266667,,
KXR_00,5016,KWZ,FZQM,Kolwezi Airport,KWZ,1,-10.766667,25.506944,,
KXU_00,5017,KXA,,Kasaan Sea Plane Base,KXA,1,55.537464,-132.398326,,
KYA_00,5018,KXB,,Sangia Nibandera,KXB,1,-4.341944444,121.5216667,,
KYB_00,5019,KXD,,Kondinskoye Airport,KXD,1,59.65,67.43333333,,
KYD_00,5020,KXE,FAKD,Klerksdorp Airport,KXE,1,-26.866667,26.716667,,
KYE_00,5021,KXF,NFNO,Koro Island Airport,KXF,1,-17.3458,179.421997,,
KYF_00,5022,KXK,UHKK,Khurba Airport,KXK,1,50.403117,136.933604,,
KYI_00,5023,KXN,,Kendal Oxenholme Rail Station,KXN,1,54.30527778,-2.721944444,,
KYK_00,5024,KXO,,Kisoro Airport,KXO,1,-1.283333,29.719722,,
KYL_00,5025,KXR,,Karoola Airport,KXR,1,-5.1431,154.5928,,
KYN_00,5026,KXU,,Katiu Airport,KXU,1,-16.339444,-144.403056,,
KYO_00,5027,KYA,LTAN,Konya Airport,KYA,1,37.979167,32.562222,,
KYP_00,5028,KYB,,Yangoonabie,KYB,0,,,,
KYS_00,5029,KYD,RCLY,Orchid Island Airport,KYD,1,22.083333,121.5,,
KYT_00,5030,KYE,OLKA,Kleyate Airport,KYE,1,34.586111,36.002778,,
KYU_00,5031,KYF,,Yeelirrie Airport,KYF,1,-27.277778,120.075,,
KYX_00,5032,KYI,,Yalata Mission Airport,KYI,1,-31.483333,131.866667,,
KYY_00,5033,KYK,PAKY,Karluk Airport,KYK,1,57.566111,-154.45,,
KYZ_00,5034,KYL,,Port Largo Airport,KYL,0,25.066667,-80.466667,,
KZB_00,5035,KYN,,Milton Keynes Central Station,KYN,1,52.034277,-0.774107,,
KZC_00,5036,KYO,,Topp of Tampa Airport,TPA,1,28.216667,-82.366667,,
KZD_00,5037,KYP,VYKP,Kyaukpyu Airport,KYP,1,19.429139,93.535166,,
KZF_00,5038,KYS,GAKY,Kayes Airport,KYS,1,14.431944,-11.439444,,
KZG_00,5039,KYT,VYKU,Kyaukhtu Airport,KYT,1,21.414576,94.144109,,
KZH_00,5040,KYU,,Koyukuk Airport,KYU,1,64.878056,-157.713056,,
KZI_00,5041,KYX,,Yalumet Airport,KYX,1,-6.183333,147.016667,,
KZK_00,5042,KYY,,Karamay - Bus Station,KRY,1,45.59055556,84.87083333,,
KZN_00,5043,KYZ,UNKY,Kyzyl Airport,KYZ,1,51.673115,94.4082,,
KZN_01,5044,KZB,,Zachar Bay Sea Plane Base,KZB,1,57.553398,-153.747163,,
KZN_02,5045,KZC,,Kompong-Chhna Airport,KZC,1,12.333333,104.583333,,
KZO_00,5046,KZD,,Krakor Airport,KZD,1,12.533333,104.2,,
KZR_00,5047,KZF,,Kaintiba Airport,KZF,1,-7.466667,146,,
KZS_00,5048,KZG,ETIN,Kitzingen Airport,KZG,1,49.733333,10.15,,
KZZ_00,5049,KZH,,Kizhuyak Airport,KZH,0,57.583333,-153.15,,
LAA_00,5050,KZI,LGKZ,Philippos Airport,KZI,1,40.288611,21.841944,,
LAB_00,5051,KZK,,Kompong Thom Airport,KZK,0,12.583333,104.85,,
LAC_00,5052,KZN,UWKD,Kazan International Airport,KZN,1,55.608439,49.29824,,
LAD_00,5053,KZN,UWKD,Kazan International Airport,KZN,1,55.608439,49.29824,,
LAE_00,5054,KZN,UWKD,Kazan International Airport,KZN,1,55.608439,49.29824,,
LAF_00,5055,KZO,UAOO,Kzyl-Orda Airport,KZO,1,44.70727,65.592248,,
LAG_00,5056,KZR,LTBZ,Zafer Airport,KZR,1,39.120277,30.116945,,
LAH_00,5057,KZS,LGKJ,Kastellorizo Airport,KZS,1,36.14167,29.576376,,
LAI_00,5058,KZZ,,Wuzhou Railway Station,WUZ,1,23.48861111,111.2330556,,
LAJ_00,5059,LAA,KLAA,Lamar Municipal Airport,LAA,1,38.068611,-102.690278,,
LAK_00,5060,LAB,,Lablab Airport,LAB,1,-5.633333,148.066667,,
LAL_00,5061,LAC,,Layang-Layang Island Airport,LAC,1,7.371646,113.844286,,
LAM_00,5062,LAD,FNLU,Quatro de Fevereiro Airport,LAD,1,-8.847951,13.234862,,
LAN_00,5063,LAE,AYNZ,Nadzab Airport,LAE,1,-6.566117,146.728205,,
LAO_00,5064,LAF,KLAF,Purdue University Airport,LAF,1,40.411944,-86.933611,,
LAP_00,5065,LAG,,La Guaira,LAG,1,10.6,-66.933333,,
LAQ_00,5066,LAH,WAPH,Oesman Sadik Airport,LAH,1,-0.636548,127.500265,,
LAR_00,5067,LAI,LFRO,Servel Airport,LAI,1,48.754167,-3.481944,,
LAS_00,5068,LAJ,SBLJ,Correia Pinto Airport,LAJ,1,-27.782115,-50.279757,,
LAS_01,5069,LAK,CYKD,Freddie Carmichael Airport,LAK,1,68.223286,-135.005889,,
LAS_02,5070,LAL,KLAL,Lakeland Municipal Airport,LAL,1,27.988889,-82.014722,,
LAS_03,5071,LAM,KLAM,Los Alamos Airport,LAM,1,35.880135,-106.269054,,
LAT_00,5072,LAN,KLAN,Lansing Capital Region International Airport,LAN,1,42.778689,-84.587348,,
LAU_00,5073,LAO,RPLI,Laoag Airport,LAO,1,18.182408,120.534123,,
LAV_00,5074,LAP,MMLP,Leon Airport,LAP,1,24.076088,-110.367834,,
LAW_00,5075,LAQ,HLLQ,La Braq Airport,LAQ,1,32.788611,21.964167,,
LAX_00,5076,LAR,KLAR,General Brees Field,LAR,1,41.313611,-105.673056,,
LAX_01,5077,LAS,KLAS,McCarran International Airport,LAS,1,36.081,-115.147599,,
LAX_02,5078,LAS,KLAS,McCarran International Airport,LAS,1,36.081,-115.147599,,
LAX_03,5079,LAS,KLAS,McCarran International Airport,LAS,1,36.081,-115.147599,,
LAX_04,5080,LAS,KLAS,McCarran International Airport,LAS,1,36.081,-115.147599,,
LAX_05,5081,LAT,,La Uribe,LAT,0,,,,
LAX_06,5082,LAU,HKLU,Lamu Airport,LAU,1,-2.25,40.911667,,
LAX_07,5083,LAV,,Lalomalava Airport,LAV,0,-14.016667,-171.733333,,
LAX_08,5084,LAV,,Laval Railway Station,LVA,1,48.076111,-0.760833,,
LAX_0B,5085,LAW,KLAW,Lawton-Fort Sill Regional Airport,LAW,1,34.569722,-98.416111,,
LAY_00,5086,LAX,KLAX,Los Angeles International Airport,LAX,1,33.943399,-118.408279,,
LAZ_00,5087,LAX,KLAX,Los Angeles International Airport,LAX,1,33.943399,-118.408279,,
LBA_00,5088,LAX,KLAX,Los Angeles International Airport,LAX,1,33.943399,-118.408279,,
LBB_00,5089,LAX,KLAX,Los Angeles International Airport,LAX,1,33.943399,-118.408279,,
LBC_00,5090,LAX,KLAX,Los Angeles International Airport,LAX,1,33.943399,-118.408279,,
LBD_00,5091,LAX,KLAX,Los Angeles International Airport,LAX,1,33.943399,-118.408279,,
LBE_00,5092,LAX,KLAX,Los Angeles International Airport,LAX,1,33.943399,-118.408279,,
LBF_00,5093,LAX,KLAX,Los Angeles International Airport,LAX,1,33.943399,-118.408279,,
LBG_00,5094,LAX,KLAX,Los Angeles International Airport,LAX,1,33.943399,-118.408279,,
LBH_00,5095,LAX,KLAX,Los Angeles International Airport,LAX,1,33.943399,-118.408279,,
LBI_00,5096,LAY,FALY,Ladysmith Airport,LAY,1,-28.566667,29.75,,
LBJ_00,5097,LAZ,SBLP,Bom Jesus Da Lapa Airport,LAZ,1,-13.256944,-43.4125,,
LBK_00,5098,LBA,EGNM,Leeds Bradford International Airport,LBA,1,53.869339,-1.659985,,
LBL_00,5099,LBB,KLBB,Lubbock Preston Smith International Airport,LBB,1,33.656221,-101.8223,,
LBM_00,5100,LBC,EDHL,Luebeck Airport,HAM,1,53.805273,10.701162,,
LBN_00,5101,LBD,UTDL,Khujand Airport,LBD,1,40.219887,69.6965,,
LBO_00,5102,LBE,KLBE,Westmoreland County Airport,LBE,1,40.272927,-79.40855,,
LBP_00,5103,LBF,KLBF,North Platte Regional Airport (Lee Bird Field),LBF,1,41.126198,-100.683984,,
LBQ_00,5104,LBG,LFPB,Le Bourget Airport,PAR,1,48.964426,2.441525,,
LBR_00,5105,LBH,,Palm Beach Sea Plane Base,SYD,1,-33.586929,151.324087,,
LBS_00,5106,LBI,LFCI,Le Sequestre Airport,LBI,1,43.933333,2.15,,
LBT_00,5107,LBJ,WATO,Komodo Airport,LBJ,1,-8.486215,119.889281,,
LBU_00,5108,LBK,,Liboi Airport,LBK,1,0.383333,40.966667,,
LBV_00,5109,LBL,KLBL,Mid-America Regional Airport,LBL,1,37.044444,-100.960556,,
LBW_00,5110,LBM,,Luabo Airport,LBM,1,-18.5,36.166667,,
LBX_00,5111,LBN,,Lake Baringo Airport,LBN,1,0.669484,36.103286,,
LBY_00,5112,LBO,FZVI,Lusambo Airport,LBO,1,-4.966667,23.45,,
LBZ_00,5113,LBP,,Long Banga Airfield,LBP,1,3.2,115.4,,
LCA_00,5114,LBQ,FOGR,Lambarene Airport,LBQ,1,-0.714722,10.239444,,
LCB_00,5115,LBR,SWLB,Labrea Airport,LBR,1,-7.25,-64.85,,
LCC_00,5116,LBS,NFNL,Labasa Airport,LBS,1,-16.466215,179.337659,,
LCD_00,5117,LBT,KLBT,Lumberton Airport,LBT,1,34.614039,-79.06011,,
LCE_00,5118,LBU,WBKL,Labuan Airport,LBU,1,5.294355,115.249164,,
LCF_00,5119,LBV,FOOL,Leon-Mba International Airport,LBV,1,0.456963,9.409852,,
LCG_00,5120,LBW,WALB,Long Bawan Airport,LBW,1,3.9028,115.6921,,
LCH_00,5121,LBX,RPLU,Lubang Airport,LBX,1,13.865556,120.105,,
LCI_00,5122,LBY,LFRE,La Baule-Escoublac Airport,LBY,1,47.288136,-2.346783,,
LCJ_00,5123,LBZ,,Lukapa Airport,LBZ,1,-8.383333,20.666667,,
LCJ_01,5124,LCA,LCLK,Larnaca International Airport,LCA,1,34.870871,33.607975,,
LCJ_02,5125,LCB,,Pontes-e-Lacerda Airport,LCB,1,-13.013333,-59.998611,,
LCK_00,5126,LCC,LIBN,Galatina Airport,LCC,1,40.242778,18.133333,,
LCL_00,5127,LCD,FALO,Louis Trichardt Airport,LCD,1,-23.016667,29.716667,,
LCM_00,5128,LCE,MHLC,Goloson International Airport,LCE,1,15.740556,-86.857222,,
LCN_00,5129,LCF,,Las Vegas Airport,LCF,1,15.667778,-88.947778,,
LCO_00,5130,LCG,LECO,A Coruna Airport,LCG,1,43.30236,-8.381923,,
LCP_00,5131,LCH,KLCH,Lake Charles Regional Airport,LCH,1,30.123227,-93.22105,,
LCQ_00,5132,LCI,KLCI,Laconia Municipal Airport,LCI,1,43.571389,-71.421111,,
LCR_00,5133,LCJ,EPLL,Lodz Lublinek Airport,LCJ,1,51.721944,19.398333,,
LCS_00,5134,LCJ,EPLL,Lodz Lublinek Airport,LCJ,1,51.721944,19.398333,,
LCT_00,5135,LCJ,EPLL,Lodz Lublinek Airport,LCJ,1,51.721944,19.398333,,
LCV_00,5136,LCK,KLCK,Rickenbacker International Airport,CMH,1,39.817957,-82.935508,,
LCX_00,5137,LCL,MULM,La Coloma Airport,LCL,1,22.337485,-83.640206,,
LCY_00,5138,LCM,SACC,La Cumbre Airport,LCM,1,-30.966667,-64.5,,
LCZ_00,5139,LCN,,Balcanoona Airport,LCN,1,-30.516667,139.35,,
LDA_00,5140,LCO,FCBL,Lague Airport,LCO,1,-2.45,14.533333,,
LDB_00,5141,LCP,,Loncopue Airport,LCP,1,-38.083333,-70.666667,,
LDC_00,5142,LCQ,KLCQ,Lake City Gateway Airport,LCQ,1,30.181882,-82.57529,,
LDE_00,5143,LCR,,La Chorrera Airport,LCR,1,-1.457889,-72.802319,,
LDG_00,5144,LCS,,Guangsong Airport,LCS,1,24.26583333,97.90416667,,
LDH_00,5145,LCT,,Luancheng Airport,SJW,1,37.91333333,114.5936111,,
LDI_00,5146,LCV,LIQL,Lucca Airport,LCV,1,43.833333,10.583333,,
LDJ_00,5147,LCX,ZSLD,Liancheng Airport,LCX,1,25.675556,116.745556,,
LDK_00,5148,LCY,EGLC,London City Airport,LON,1,51.50438,0.049365,,
LDM_00,5149,LCZ,,Lecce - Railway Station,LCC,1,40.34555556,18.16555556,,
LDN_00,5150,LDA,VEMH,Malda Airport,LDA,1,25.033333,88.15,,
LDO_00,5151,LDB,SBLO,Londrina Airport,LDB,1,-23.328456,-51.137715,,
LDR_00,5152,LDC,,Lindeman Island Airport,LDC,1,-21,149,,
LDS_00,5153,LDE,LFBT,Tarbes Ossun Lourdes Airport,LDE,1,43.186508,0.003368,,
LDU_00,5154,LDG,ULAL,Leshukonskoye Airport,LDG,1,64.9,45.75,,
LDV_00,5155,LDH,YLHI,Lord Howe Island Airport,LDH,1,-31.540807,159.078148,,
LDW_00,5156,LDI,HTLI,Kikwetu Airport,LDI,1,-9.845833,39.759444,,
LDX_00,5157,LDJ,KLDJ,Linden Airport,LDJ,1,40.616667,-74.25,,
LDY_00,5158,LDK,ESGL,Hovby Airport,LDK,1,58.5,13.166667,,
LDZ_00,5159,LDM,KLDM,Mason County Airport,LDM,1,44.075333,-86.479167,,
LEA_00,5160,LDN,VNLD,Lamidanda Airport,LDN,1,27.25,86.716667,,
LEB_00,5161,LDO,,Ladouanie Airport,LDO,1,4.216667,-55.233333,,
LEC_00,5162,LDR,,Lodar Airport,LDR,1,13.9,45.866667,,
LED_00,5163,LDS,ZYLD,Yichun Shi Airport,LDS,1,47.751828,129.017988,,
LED_01,5164,LDU,WBKD,Lahad Datu Airport,LDU,1,5.035278,118.326111,,
LED_02,5165,LDV,LFRJ,Landivisiau Airport,LDV,1,48.5,-4.1,,
LEE_00,5166,LDW,,Lansdowne Airport,LDW,1,-17.883333,126.65,,
LEF_00,5167,LDX,SOOM,Saint Laurent du Maroni Airport,LDX,1,5.483333,-54.05,,
LEG_00,5168,LDY,EGAE,City of Derry Airport,LDY,1,55.040986,-7.156924,,
LEH_00,5169,LDZ,FALD,Londolozi Airport,LDZ,1,-24.809691,31.505367,,
LEI_00,5170,LEA,YPLM,Learmonth Airport,LEA,1,-22.239883,114.094265,,
LEJ_00,5171,LEB,KLEB,Lebanon Municipal Airport,LEB,1,43.629359,-72.310007,,
LEK_00,5172,LEC,SBLE,Coronel Horacio de Mattos Airport,LEC,1,-12.486064,-41.274079,,
LEL_00,5173,LED,ULLI,Pulkovo Airport,LED,1,59.799847,30.270505,,
LEM_00,5174,LED,ULLI,Pulkovo Airport,LED,1,59.799847,30.270505,,
LEN_00,5175,LED,ULLI,Pulkovo Airport,LED,1,59.799847,30.270505,,
LEO_00,5176,LEE,KLEE,Leesburg International Airport,LEE,1,28.823099,-81.808701,,
LEP_00,5177,LEF,,Lebakeng Airport,LEF,1,-29.783333,28.583333,,
LEQ_00,5178,LEG,,Aleg Airport,LEG,1,17.166667,-13.95,,
LER_00,5179,LEH,LFOH,Octeville Airport,LEH,1,49.53391,0.088063,,
LES_00,5180,LEI,LEAM,Almeria Airport,LEI,1,36.847984,-2.371873,,
LET_00,5181,LEJ,EDDP,Halle Airport,LEJ,1,51.420262,12.221202,,
LEU_00,5182,LEK,GULB,Labe Airport,LEK,1,11.333333,-12.297222,,
LEV_00,5183,LEL,YLEV,Lake Evella Airport,LEL,1,-12.508333,135.8,,
LEW_00,5184,LEM,KLEM,Lemmon Airport,LEM,1,45.940833,-102.158889,,
LEX_00,5185,LEN,LELN,Leon Airport,LEN,1,42.590569,-5.64629,,
LEY_00,5186,LEO,,Leconi Airport,LEO,1,-1.566667,14.216667,,
LEZ_00,5187,LEP,SNDN,Leopoldina Airport,LEP,1,-21.466667,-42.666667,,
LFA_00,5188,LEQ,EGHC,Lands End Airport,LEQ,1,50.102792,-5.670205,,
LFB_00,5189,LER,YLST,Leinster Airport,LER,1,-27.839283,120.704372,,
LFH_00,5190,LES,,Lesobeng Airport,LES,1,-29.666667,27.666667,,
LFI_00,5191,LET,SKLT,Gen. A.V. Cobo Airport,LET,1,-4.196389,-69.939444,,
LFK_00,5192,LEU,LESU,Aeroport De La Seu,LEU,1,42.341306,1.409573,,
LFM_00,5193,LEV,NFNB,Levuka Airfield,LEV,1,-17.683333,178.833333,,
LFN_00,5194,LEW,KLEW,Auburn Lewiston Municipal Airport,LEW,1,44.0485,-70.283501,,
LFO_00,5195,LEX,KLEX,Blue Grass Airport,LEX,1,38.037622,-84.597921,,
LFP_00,5196,LEY,EHLE,Lelystad Airport,LEY,1,52.466667,5.533333,,
LFQ_00,5197,LEZ,MHLE,La Esperanza Airport,LEZ,1,14.25,-88.166667,,
LFR_00,5198,LFA,,Langfang - MU Bus Station,LFA,1,39.51166667,116.7188889,,
LFT_00,5199,LFB,FQLU,Lumbo Airport,LFB,1,-15.032044,40.67248,,
LFW_00,5200,LFH,,Fenghua Airport,LFH,1,26.64527778,99.54416667,,
LGA_00,5201,LFI,KLFI,Langley Air Force Base,PHF,1,37.078971,-76.36109,,
LGA_0A,5202,LFK,KLFK,Lufkin Angelina County Airport,OCH,1,31.234167,-94.750278,,
LGA_0B,5203,LFM,OISR,Lamerd Airport,LFM,1,27.369393,53.195354,,
LGA_0C,5204,LFN,KLHZ,Triangle North Executive Airport,LFN,1,36.024947,-78.325418,,
LGA_0D,5205,LFO,,Kelafo Airport,LFO,1,5.666667,44.333333,,
LGA_0M,5206,LFP,,Lakefield Airport,LFP,1,-14.922242,144.200465,,
LGA_0Z,5207,LFQ,,Linfen Qiaoli Airport,LFQ,1,36.043525,111.494936,,
LGA_DL,5208,LFR,SVLF,La Fria Airport,LFR,1,8.240556,-72.272222,,
LGA_US,5209,LFT,KLFT,Lafayette Regional Airport,LFT,1,30.20851,-91.99327,,
LGB_00,5210,LFW,DXXX,Lome Airport,LFW,1,6.167103,1.250347,,
LGC_00,5211,LGA,KLGA,LaGuardia Airport,NYC,1,40.774252,-73.871617,,
LGD_00,5212,LGA,KLGA,LaGuardia Airport,NYC,1,40.774252,-73.871617,,
LGE_00,5213,LGA,KLGA,LaGuardia Airport,NYC,1,40.774252,-73.871617,,
LGF_00,5214,LGA,KLGA,LaGuardia Airport,NYC,1,40.774252,-73.871617,,
LGG_00,5215,LGA,KLGA,LaGuardia Airport,NYC,1,40.774252,-73.871617,,
LGH_00,5216,LGA,KLGA,LaGuardia Airport,NYC,1,40.774252,-73.871617,,
LGI_00,5217,LGA,KLGA,LaGuardia Airport,NYC,1,40.774252,-73.871617,,
LGJ_00,5218,LGA,KLGA,LaGuardia Airport,NYC,1,40.774252,-73.871617,,
LGK_00,5219,LGA,KLGA,LaGuardia Airport,NYC,1,40.774252,-73.871617,,
LGL_00,5220,LGB,KLGB,Long Beach Airport,LGB,1,33.818194,-118.144494,,
LGM_00,5221,LGC,KLGC,Calloway Airport,LGC,1,33.0075,-85.070833,,
LGN_00,5222,LGD,KLGD,Union County Airport,LGD,1,45.289722,-118.005,,
LGO_00,5223,LGE,,Lake Gregory Airport,LGE,1,-20.133333,127.566667,,
LGP_00,5224,LGF,KLGF,Laguna Army Air Field,YUM,1,32.861859,-114.398003,,
LGQ_00,5225,LGG,EBLG,Liege Airport,LGG,1,50.643334,5.460149,,
LGR_00,5226,LGH,YLEC,Leigh Creek Airport,LGH,1,-30.466667,138.416667,,
LGS_00,5227,LGI,MYLD,Deadmans Cay Airport,LGI,1,23.179444,-75.090556,,
LGT_00,5228,LGJ,,Lugoj - Bus Station,LGJ,1,45.68777778,21.91583333,,
LGU_00,5229,LGK,WMKL,Langkawi International Airport,LGK,1,6.342174,99.731403,,
LGV_00,5230,LGL,,Long Lellang Airport,LGL,1,3.42139,115.15361,,
LGW_00,5231,LGM,,Laiagam Airport,LGM,1,-4.333333,145.416667,,
LGW_0N,5232,LGN,,Linga Linga Airport,LGN,1,-5.683333,149.416667,,
LGW_0S,5233,LGO,EDWL,Langeoog Airport,LGO,1,53.766667,7.533333,,
LGX_00,5234,LGP,RPLP,Legaspi Airport,LGP,1,13.15213,123.730204,,
LGY_00,5235,LGQ,SELA,Lago Agrio Airport,LGQ,1,0.1,-76.883333,,
LGZ_00,5236,LGR,SCHR,Cochrane Airport,LGR,1,-47.166667,-72,,
LHA_00,5237,LGS,SAMM,Comodoro D.R. Salomon Airport,LGS,1,-35.49324,-69.574566,,
LHB_00,5238,LGT,,Las Gaviotas Airport,LGT,1,9.166667,-74.5,,
LHC_00,5239,LGU,KLGU,Cache Airport,LGU,1,41.7875,-111.855,,
LHE_00,5240,LGV,,Logrono - Railway Station,RJL,1,42.4575,-2.442222222,,
LHE_0M,5241,LGW,EGKK,London Gatwick Airport,LON,1,51.150836,-0.177416,,
LHF_00,5242,LGW,EGKK,London Gatwick Airport,LON,1,51.150836,-0.177416,,
LHG_00,5243,LGW,EGKK,London Gatwick Airport,LON,1,51.150836,-0.177416,,
LHI_00,5244,LGX,,Lugh Ganane Airport,LGX,1,3.8,42.05,,
LHK_00,5245,LGY,,Lagunillas Airport,LGY,1,8.516667,-71.4,,
LHN_00,5246,LGZ,,Shannan Longzi Airport,LGZ,1,28.426667,92.346111,,
LHP_00,5247,LHA,EDTL,Black Forest Airport,LHA,1,48.369304,7.827674,,
LHR_00,5248,LHB,,Lost Harbor Sea Port,LHB,1,54.233333,-165.6,,
LHR_01,5249,LHC,,Linhai - Railway Station,LHC,1,28.88277778,121.2427778,,
LHR_02,5250,LHE,OPLA,Allama Iqbal International Airport,LHE,1,31.520833,74.402778,,
LHR_03,5251,LHE,OPLA,Allama Iqbal International Airport,LHE,1,31.520833,74.402778,,
LHR_04,5252,LHF,,Sydney Airport,SYD,0,,,,
LHR_05,5253,LHG,YLRD,Lightning Ridge Airport,LHG,1,-29.458333,147.983333,,
LHR_TN,5254,LHI,,Lereh Airport,LHI,1,-3.133333,139.9,,
LHS_00,5255,LHK,,Guanghua Airport,LHK,1,32.266667,111.633333,,
LHU_00,5256,LHN,,Lishan Airport,LHN,0,23.433333,121.3,,
LHV_00,5257,LHP,,Lehu Airport,LHP,1,-6.5,155.7,,
LHW_00,5258,LHR,EGLL,London Heathrow Airport,LON,1,51.469603,-0.453566,,
LIA_00,5259,LHR,EGLL,London Heathrow Airport,LON,1,51.469603,-0.453566,,
LIB_00,5260,LHR,EGLL,London Heathrow Airport,LON,1,51.469603,-0.453566,,
LIC_00,5261,LHR,EGLL,London Heathrow Airport,LON,1,51.469603,-0.453566,,
LID_00,5262,LHR,EGLL,London Heathrow Airport,LON,1,51.469603,-0.453566,,
LIE_00,5263,LHR,EGLL,London Heathrow Airport,LON,1,51.469603,-0.453566,,
LIF_00,5264,LHR,EGLL,London Heathrow Airport,LON,1,51.469603,-0.453566,,
LIG_00,5265,LHS,,Las Heras Airport,LHS,1,-32.85,-68.816667,,
LIH_00,5266,LHU,KLHU,Lianshulu Airport,LHU,1,-18.116389,23.391667,,
LII_00,5267,LHV,KLHV,W T Piper Memorial Airport,LHV,1,41.133333,-77.45,,
LIJ_00,5268,LHW,ZLLL,Lanzhou Zhongchuan International Airport,LHW,1,36.509497,103.61756,,
LIK_00,5269,LIA,,Liangping Airport,LIA,1,30.816667,107.7,,
LIL_00,5270,LIB,,Limbunya Airport,LIB,1,-17.2,129.8,,
LIM_00,5271,LIC,KLIC,Limon Municipal Airport,LIC,1,39.266667,-103.683333,,
LIN_00,5272,LID,EHVB,Valkenburg Airport,LID,0,52.15,4.5,,
LIO_00,5273,LIE,FZFA,Libenge Airport,LIE,1,3.623611,18.638889,,
LIP_00,5274,LIF,NWWL,Lifou Airport,LIF,1,-20.766667,167.25,,
LIQ_00,5275,LIG,LFBL,Bellegarde Airport,LIG,1,45.862179,1.176245,,
LIR_00,5276,LIH,PHLI,Lihue Airport,LIH,1,21.978204,-159.349445,,
LIS_00,5277,LII,,Mulia Airport,LII,1,-3.733333,137.966667,,
LIS_01,5278,LIJ,,Long Island Airport,LIJ,0,54.929167,-132.808333,,
LIS_02,5279,LIK,,Likiep Airport,LIK,1,9.816667,169.316667,,
LIT_00,5280,LIL,LFQQ,Lille Airport,LIL,1,50.572047,3.106067,,
LIU_00,5281,LIM,SPJC,Jorge Chavez International Airport,LIM,1,-12.024763,-77.10879,,
LIV_00,5282,LIN,LIML,Milano Linate Airport,MIL,1,45.460958,9.279157,,
LIW_00,5283,LIO,MRLM,Limon International Airport,LIO,1,9.962695,-83.025518,,
LIX_00,5284,LIP,SBLN,Lins Airport,LIP,1,-21.666667,-49.75,,
LIY_00,5285,LIQ,FZGA,Lisala Airport,LIQ,1,2.170556,21.496667,,
LIZ_00,5286,LIR,MRLB,Guanacaste Airport,LIR,1,10.600005,-85.538394,,
LJA_00,5287,LIS,LPPT,Lisbon Portela Airport,LIS,1,38.770043,-9.128165,,
LJC_00,5288,LIS,LPPT,Lisbon Portela Airport,LIS,1,38.770043,-9.128165,,
LJG_00,5289,LIS,LPPT,Lisbon Portela Airport,LIS,1,38.770043,-9.128165,,
LJN_00,5290,LIT,KLIT,Bill and Hillary Clinton National Airport,LIT,1,34.727431,-92.221374,,
LJR_00,5291,LIU,,Linosa Heliport,LIU,0,35.874936,12.865033,,
LJU_00,5292,LIV,,Livengood Airport,LIV,1,65.516667,-148.666667,,
LKA_00,5293,LIW,VYLK,Loikaw Airport,LIW,1,19.689546,97.214384,,
LKB_00,5294,LIX,FWLK,Likoma Island Airport,LIX,1,-12.075532,34.737195,,
LKC_00,5295,LIY,KLHW,Wright Army Air Field,LIY,1,31.85,-81.6,,
LKD_00,5296,LIZ,,Loring International Airport,LIZ,1,42.033333,-78.633333,,
LKE_00,5297,LJA,FZVA,Lodja Airport,LJA,1,-3.46296,23.618839,,
LKG_00,5298,LJC,,Intercontinental Airport,SDF,0,36.266667,-85.75,,
LKH_00,5299,LJG,ZPLJ,Lijiang Sanyi Airport,LJG,1,26.679975,100.245768,,
LKI_00,5300,LJN,KLBX,Brazoria County Airport,LJN,1,29.108601,-95.462097,,
