TERMINALCODE,ID,AIRPORTIATACODE,AIRPORTICAOCODE,AIRPORTNAME,CITYCODE,ACTIVESTATUS,AIRPORTLATITUDE,AIRPORTLONGITUDE,LOAD_TIME
CDQ_00,1433,CDL,,Candle Airport,CDL,1,65.908056,-161.938333,,
CDR_00,1434,CDM,,Colonia del Sacramento - Fluvial Bus Station,CYR,1,-34.47277778,-57.84277778,,
CDS_00,1435,CDN,KCDN,Woodward Field,CDN,1,34.266667,-80.6,,
CDT_00,1436,CDO,,Cradock Airport,CDO,1,-32.133333,25.6,,
CDU_00,1437,CDP,VOCP,Kadapa Airport,CDP,1,14.514583,78.76478,,
CDV_00,1438,CDQ,YCRY,Croydon Airport,CDQ,1,-18.3,142.25,,
CDW_00,1439,CDR,KCDR,Chadron Airport,CDR,1,42.835,-103.097778,,
CDY_00,1440,CDS,KCDS,Childress Municipal Airport,CDS,1,37.416667,-100.216667,,
CDZ_00,1441,CDT,LECH,Aeroport de Castello,CDT,1,40.213889,0.073333,,
CEA_00,1442,CDU,YSCN,Camden Airport,CDU,1,-34.038161,150.687016,,
CEB_00,1443,CDV,PACV,Mudhole Smith Airport,CDV,1,60.493056,-145.47,,
CEB_01,1444,CDW,KCDW,Essex County Airport,CDW,1,40.875005,-74.28021,,
CEB_02,1445,CDY,RPMU,Cagayan De Sulu Airport,CDY,1,7.013611,118.495,,
CEC_00,1446,CDZ,,Cadiz Airport,CDZ,1,36.533333,-6.3,,
CED_00,1447,CEA,KCEA,Cessna Aircraft Field,ICT,1,37.7,-97.333333,,
CEE_00,1448,CEB,RPVM,Mactan-Cebu International Airport,CEB,1,10.313333,123.982778,,
CEF_00,1449,CEB,RPVM,Mactan-Cebu International Airport,CEB,1,10.313333,123.982778,,
CEG_00,1450,CEB,RPVM,Mactan-Cebu International Airport,CEB,1,10.313333,123.982778,,
CEH_00,1451,CEC,KCEC,Del Norte County Regional Airport,CEC,1,41.78,-124.235833,,
CEI_00,1452,CED,YCDU,Ceduna Airport,CED,1,-32.123779,133.701218,,
CEJ_00,1453,CEE,,Cherepovets Airport,CEE,1,59.283333,38.066667,,
CEK_00,1454,CEF,KCEF,Westover Metropolitan Airport,SFY,1,42.183377,-72.553834,,
CEL_00,1455,CEG,EGNR,Hawarden Airport,CEG,1,53.178603,-2.970718,,
CEM_00,1456,CEH,FWCD,Chelinda Airport,CEH,1,-10.55,33.8,,
CEN_00,1457,CEI,VTCT,Chiang Rai International Airport,CEI,1,19.954608,99.878811,,
CEO_00,1458,CEJ,,Cuenca Rail Station,CUE,1,40.0675,-2.136666667,,
CEP_00,1459,CEK,USCC,Chelyabinsk International Airport,CEK,1,55.297506,61.51235,,
CEQ_00,1460,CEL,,Canela Airport,QCN,1,-29.37055556,-50.83222222,,
CER_00,1461,CEM,,Central Airport,CEM,1,65.574722,-144.781944,,
CES_00,1462,CEN,MMCN,Ciudad Obregon Airport,CEN,1,27.391944,-109.839167,,
CET_00,1463,CEO,FNWK,Wako Kungo Airport,CEO,1,-11.426389,15.101389,,
CEU_00,1464,CEP,SLCP,Concepcion Airport,CEP,1,-16.233333,-62.083333,,
CEV_00,1465,CEQ,LFMD,Cannes-Mandelieu Airport,CEQ,1,43.546389,6.954167,,
CEW_00,1466,CER,LFRC,Cherbourg-Maupertus Airport,CER,1,49.650812,-1.475198,,
CEX_00,1467,CES,YCNK,Cessnock Airport,CES,1,-32.833333,151.35,,
CEY_00,1468,CET,LFOU,Le Pontreau Airport,CET,1,47.066667,-0.866667,,
CEZ_00,1469,CEU,KCEU,Oconee County Regional Airport,CEU,1,34.671263,-82.885251,,
CFA_00,1470,CEV,KCEV,Mettle Field,CEV,1,39.65,-85.133333,,
CFB_00,1471,CEW,KCEW,Bob Sikes Airport,CEW,1,30.777433,-86.523401,,
CFC_00,1472,CEX,,Chena Hot Springs Airport,CEX,1,65.05,-146.166667,,
CFD_00,1473,CEY,KCEY,Calloway County Airport,CEY,1,36.616667,-88.316667,,
CFE_00,1474,CEZ,KCEZ,Montezuma County Airport,CEZ,1,37.302778,-108.627222,,
CFF_00,1475,CFA,,Coffee Point Airport,CFA,0,58.216667,-157.5,,
CFG_00,1476,CFB,SBCB,Cabo Frio International Airport,CFB,1,-22.925,-42.078611,,
CFH_00,1477,CFC,,Cacador Airport,CFC,1,-26.790556,-50.941389,,
CFI_00,1478,CFD,KCFD,Coulter Field,CFD,1,30.666667,-96.366667,,
CFK_00,1479,CFE,LFLC,Auvergne Airport,CFE,1,45.789051,3.159323,,
CFM_00,1480,CFF,,Cafunfo Airport,CFF,1,-8.766667,18,,
CFN_00,1481,CFG,MUCF,Jaime Gonzalez Airport,CFG,1,22.15,-80.414167,,
CFO_00,1482,CFH,,Clifton Hills Airport,CFH,1,-27,139,,
CFP_00,1483,CFI,,Camfield Airport,CFI,1,-17.033333,131.283333,,
CFQ_00,1484,CFK,DAOI,Aboubakr Belkaid Airport,CFK,1,36.212222,1.331667,,
CFR_00,1485,CFM,,Conklin (Leismer) Airport,CFM,1,55.696437,-111.28084,,
CFS_00,1486,CFN,EIDL,Donegal Airport,CFN,1,55.041667,-8.340278,,
CFT_00,1487,CFO,,Confreza Airport,CFO,1,-10.633333,-51.566667,,
CFU_00,1488,CFP,,Carpentaria Downs Airport,CFP,1,-18.783333,144.35,,
CFV_00,1489,CFQ,,Creston Airport,CFQ,1,49.036944,-116.498333,,
CFW_00,1490,CFR,LFRK,Carpiquet Airport,CFR,1,49.183437,-0.459276,,
CGA_00,1491,CFS,YCFS,Coffs Harbour Airport,CFS,1,-30.322862,153.115301,,
CGB_00,1492,CFT,KCFT,Morenci Airport,CFT,1,32.952801,-109.209999,,
CGC_00,1493,CFU,LGKR,Ioannis Kapodistrias Airport,CFU,1,39.60784,19.914645,,
CGD_00,1494,CFV,KCFV,Coffeyville Municipal Airport,CFV,1,37.033333,-95.616667,,
CGE_00,1495,CFW,,Cardiff - Railway Station,CWL,1,51.47583333,-3.179166667,,
CGF_00,1496,CGA,,Craig Seaplane Base,CGA,1,55.478383,-133.146166,,
CGG_00,1497,CGB,SBCY,Marechal Rondon International Airport,CGB,1,-15.651725,-56.120266,,
CGH_00,1498,CGC,,Cape Gloucester Airport,CGC,1,-5.459167,148.515833,,
CGI_00,1499,CGD,ZGCD,Changde Airport,CGD,1,28.924467,111.638863,,
CGJ_00,1500,CGE,KCGE,Cambridge Airport,CGE,1,38.566667,-76.083333,,
CGK_00,1501,CGF,KCGF,Cuyahoga County Airport,CLE,1,41.565181,-81.488049,,
CGK_01,1502,CGG,,Casiguran Airport,CGG,1,16.083333,122.016667,,
CGK_02,1503,CGH,SBSP,Congonhas Airport,SAO,1,-23.626902,-46.659556,,
CGK_03,1504,CGI,KCGI,Cape Girardeau Airport,CGI,1,37.223611,-89.571667,,
CGM_00,1505,CGJ,,Chingola Airport,CGJ,1,-12.516667,27.883333,,
CGN_00,1506,CGK,WIII,Soekarno-Hatta International Airport,JKT,1,-6.130643,106.655526,,
CGN_01,1507,CGK,WIII,Soekarno-Hatta International Airport,JKT,1,-6.130643,106.655526,,
CGN_02,1508,CGK,WIII,Soekarno-Hatta International Airport,JKT,1,-6.130643,106.655526,,
CGO_00,1509,CGK,WIII,Soekarno-Hatta International Airport,JKT,1,-6.130643,106.655526,,
CGO_01,1510,CGM,RPMH,Camiguin Airport,CGM,1,9.253611,124.706944,,
CGO_02,1511,CGN,EDDK,Cologne Bonn Airport,CGN,1,50.878363,7.122224,,
CGO_0L,1512,CGN,EDDK,Cologne Bonn Airport,CGN,1,50.878363,7.122224,,
CGO_0M,1513,CGN,EDDK,Cologne Bonn Airport,CGN,1,50.878363,7.122224,,
CGP_00,1514,CGO,ZHCC,Zhengzhou Xinzheng Airport,CGO,1,34.527519,113.840242,,
CGQ_00,1515,CGO,ZHCC,Zhengzhou Xinzheng Airport,CGO,1,34.527519,113.840242,,
CGQ_01,1516,CGO,ZHCC,Zhengzhou Xinzheng Airport,CGO,1,34.527519,113.840242,,
CGQ_02,1517,CGO,ZHCC,Zhengzhou Xinzheng Airport,CGO,1,34.527519,113.840242,,
CGR_00,1518,CGO,ZHCC,Zhengzhou Xinzheng Airport,CGO,1,34.527519,113.840242,,
CGS_00,1519,CGP,VGEG,Shah Amanat International Airport,CGP,1,22.245202,91.815159,,
CGT_00,1520,CGQ,ZYCC,Changchun Longjia International Airport,CGQ,1,43.99611,125.68528,,
CGU_00,1521,CGQ,ZYCC,Changchun Longjia International Airport,CGQ,1,43.99611,125.68528,,
CGV_00,1522,CGQ,ZYCC,Changchun Longjia International Airport,CGQ,1,43.99611,125.68528,,
CGX_00,1523,CGR,SBCG,Campo Grande International Airport,CGR,1,-20.456992,-54.668872,,
CGY_00,1524,CGS,KCGS,College Park Airport,CGS,1,38.980346,-76.922132,,
CGZ_00,1525,CGT,,Chinguitti Airport,CGT,1,20.45,-12.366667,,
CHA_00,1526,CGU,,Ciudad Guayana Airport,CGU,0,8.305,-62.734444,,
CHB_00,1527,CGV,,Caiguna Airport,CGV,1,-32.266667,125.466667,,
CHC_00,1528,CGX,KCGX,Merrill C Meigs Field,CHI,0,41.858889,-87.608333,,
CHC_0M,1529,CGY,RP02,Laguindingan International Airport,CGY,1,8.6125,124.457222,,
CHC_ZQ,1530,CGZ,KCGZ,Casa Grande Municipal Airport,CGZ,1,32.954899,-111.766998,,
CHD_00,1531,CHA,KCHA,Chattanooga Airport,CHA,1,35.036925,-85.197784,,
CHE_00,1532,CHB,,Chilas Airport,CHB,1,35.416667,74.083333,,
CHF_00,1533,CHC,NZCH,Christchurch International Airport,CHC,1,-43.488655,172.538892,,
CHG_00,1534,CHC,NZCH,Christchurch International Airport,CHC,1,-43.488655,172.538892,,
CHH_00,1535,CHC,NZCH,Christchurch International Airport,CHC,1,-43.488655,172.538892,,
CHI_00,1536,CHD,,Chandler - Williams Afb,CHD,0,,,,
CHJ_00,1537,CHD,SNQU,Mucuge Airport,CHD,1,-13.031944,-41.445833,,
CHK_00,1538,CHE,,Tallinn City Hall Heliport,TLL,1,59.447989,24.753279,,
CHL_00,1539,CHF,RKPE,Jinhae Airport,CHF,1,35.1375,128.697778,,
CHM_00,1540,CHG,ZYCY,Chaoyang Airport,CHG,1,41.545081,120.437203,,
CHN_00,1541,CHH,SPPY,Chachapoyas Airport,CHH,1,-6.201871,-77.85617,,
CHO_00,1542,CHI,,Chicago Metropolitan Area,CHI,1,41.87444444,-87.63944444,,
CHP_00,1543,CHJ,FVCH,Chipinge Airport,CHJ,1,-20.2,32.65,,
CHQ_00,1544,CHK,KCHK,Chickasha Municipal Airport,CHK,1,35.05,-97.966667,,
CHR_00,1545,CHL,KLLJ,Challis Airport,CHL,1,44.5,-114.25,,
CHS_00,1546,CHM,SPEO,Chimbote Airport,CHM,1,-9.150556,-78.531111,,
CHT_00,1547,CHN,,Jeonju Airport,CHN,1,37.016944,127.933333,,
CHU_00,1548,CHO,KCHO,Charlottesville Albemarle Airport,CHO,1,38.139415,-78.449279,,
CHV_00,1549,CHP,,Circle Hot Springs Airport,CHP,1,65.466667,-144.583333,,
CHW_00,1550,CHQ,LGSA,Chania International Airport,CHQ,1,35.5402,24.140374,,
CHX_00,1551,CHR,LFLX,Deols Airport,CHR,1,46.861953,1.728128,,
CHY_00,1552,CHS,KCHS,Charleston International Airport,CHS,1,32.884355,-80.037157,,
CHZ_00,1553,CHT,NZCI,Karewa Airport,CHT,1,-43.811551,-176.463877,,
CIA_00,1554,CHU,,Chuathbaluk Airport,CHU,1,61.583436,-159.238821,,
CIB_00,1555,CHV,LPCH,Chaves Airport,CHV,1,41.733333,-7.466667,,
CIC_00,1556,CHW,,Royal Well Bus Station,CHW,1,51.89972,-2.07806,,
CID_00,1557,CHX,MPCH,Changuinola Airport,CHX,1,9.45,-82.45,,
CIE_00,1558,CHY,,Choiseul Bay Airport,CHY,1,-6.713787,156.39856,,
CIF_00,1559,CHZ,,Chiloquin State Airport,CHZ,1,42.579404,-121.879001,,
CIG_00,1560,CIA,LIRA,Ciampino-G. B. Pastine International Airport,ROM,1,41.799065,12.590987,,
CIH_00,1561,CIB,,Catalina - Apt In The Sky,AVX,0,,,,
CII_00,1562,CIC,KCIC,Chico Municipal Airport,CIC,1,39.798178,-121.856046,,
CIJ_00,1563,CID,KCID,The Eastern Iowa Airport,CID,1,41.889423,-91.700305,,
CIK_00,1564,CIE,,Collie Airport,CIE,1,-33.366667,116.133333,,
CIL_00,1565,CIF,ZBCF,Yulong Airport,CIF,1,42.154523,118.833173,,
CIM_00,1566,CIG,KCAG,Craig-Moffat Airport,CIG,1,40.495556,-107.525,,
CIN_00,1567,CIH,,Changzhi Airport,CIH,1,36.245881,113.121585,,
CIO_00,1568,CII,LTBD,Cildir Airport,CII,1,37.95,28.002778,,
CIP_00,1569,CIJ,SLCO,E. Beltram Airport,CIJ,1,-11.026389,-68.752778,,
CIQ_00,1570,CIK,,Chalkyitsik Airport,CIK,1,66.648056,-143.729167,,
CIR_00,1571,CIL,,Melsing Creek Airport,CIL,1,64.908333,-163.733333,,
CIS_00,1572,CIM,SKCM,Cimitarra Airport,CIM,1,6.483333,-74.116667,,
CIT_00,1573,CIN,KCIN,Carroll Airport,CIN,1,42.066667,-94.866667,,
CIU_00,1574,CIO,,MCAL Lopez Airport,CIO,1,-23.434444,-57.418333,,
CIV_00,1575,CIP,FLCP,Chipata Airport,CIP,1,-13.556944,32.587222,,
CIW_00,1576,CIQ,,Chiquimula Airport,CIQ,1,14.85,-89.616667,,
CIX_00,1577,CIR,KCIR,Cairo Airport,CIR,1,37.064499,-89.219597,,
CIY_00,1578,CIS,PCIS,Canton Island Airport,CIS,1,-2.833333,-171.666667,,
CIZ_00,1579,CIT,UAII,Shymkent Airport,CIT,1,42.364842,69.492845,,
CJA_00,1580,CIU,KCIU,Chippewa County Airport,SSM,1,46.250598,-84.473192,,
CJB_00,1581,CIV,,Chomley Airport,CIV,0,55.216667,-132.216667,,
CJC_00,1582,CIW,TVSC,Canouan Island Airport,CIW,1,12.7,-61.316667,,
CJD_00,1583,CIX,SPHI,Cornel Ruiz Airport,CIX,1,-6.789722,-79.832222,,
CJF_00,1584,CIY,LICB,Comiso Airport,CIY,1,36.996209,14.609152,,
CJH_00,1585,CIZ,SWKO,Coari Airport,CIZ,1,-4.083333,-63.133333,,
CJI_00,1586,CJA,SPJB,Cajamarca Airport,CJA,1,-7.133333,-78.5,,
CJJ_00,1587,CJB,VOCB,Coimbatore International Airport,CJB,1,11.031026,77.038931,,
CJL_00,1588,CJC,SCCF,El Loa Airport,CJC,1,-22.495084,-68.908435,,
CJM_00,1589,CJD,,Candilejas Airport,CJD,1,1.333333,-74.266667,,
CJN_00,1590,CJF,YCWA,Coondewanna Airport,CJF,1,-22.966573,118.812586,,
CJS_00,1591,CJH,,Chilko Lake Airport,CJH,1,51.333333,-124.083333,,
CJT_00,1592,CJI,,Ciudad Real Airport,CJI,0,38.983333,-3.916667,,
CJU_00,1593,CJJ,RKTU,Cheongju Airport,CJJ,1,36.7224,127.495087,,
CJZ_00,1594,CJL,OPCH,Chitral Airport,CJL,1,35.886111,71.794444,,
CKA_00,1595,CJM,VTSE,Chumphon Airport,CJM,1,10.711122,99.361376,,
CKB_00,1596,CJN,,Cijulang Nusawiru Airport,CJN,1,-7.72,108.488611,,
CKC_00,1597,CJS,MMCS,Abraham Gonzalez International Airport,CJS,1,31.635929,-106.436098,,
CKD_00,1598,CJT,,Copalar Airport,CJT,1,16.166667,-92.05,,
CKE_00,1599,CJU,RKPC,Jeju International Airport,CJU,1,33.506698,126.493119,,
CKF_00,1600,CJZ,,Cajazeiras Airport,CJZ,1,-6.882778,-38.618333,,
CKG_00,1601,CKA,KCKA,Kegelman Air Field,CKA,1,36.75,-98.35,,
CKG_01,1602,CKB,KCKB,Benedum Airport,CKB,1,39.295556,-80.229444,,
CKG_02,1603,CKC,UKKE,Cherkassy Airport,CKC,1,49.416667,32,,
CKG_03,1604,CKD,,Crooked Creek Airport,CKD,1,61.870833,-158.100833,,
CKG_0D,1605,CKE,,Lampson Field,CKE,1,38.990591,-122.900723,,
CKG_0I,1606,CKF,,Chongqing Shapingba Rail Stn,CKG,1,29.55666667,106.4530556,,
CKH_00,1607,CKG,ZUCK,Chongqing Jiangbei International Airport,CKG,1,29.7192,106.641998,,
CKI_00,1608,CKG,ZUCK,Chongqing Jiangbei International Airport,CKG,1,29.7192,106.641998,,
CKJ_00,1609,CKG,ZUCK,Chongqing Jiangbei International Airport,CKG,1,29.7192,106.641998,,
CKK_00,1610,CKG,ZUCK,Chongqing Jiangbei International Airport,CKG,1,29.7192,106.641998,,
CKL_00,1611,CKG,ZUCK,Chongqing Jiangbei International Airport,CKG,1,29.7192,106.641998,,
CKM_00,1612,CKG,ZUCK,Chongqing Jiangbei International Airport,CKG,1,29.7192,106.641998,,
CKN_00,1613,CKH,UESO,Chokurdah Airport,CKH,1,70.633333,147.883333,,
CKO_00,1614,CKI,YCKI,Croker Island Airport,CKI,1,-11.2,132.533333,,
CKP_00,1615,CKJ,,Chongqing Xi Rail Stn,CKG,1,29.50611111,106.4325,,
CKR_00,1616,CKK,,Cherokee Village Airport,CKK,1,36.5,-91.866667,,
CKS_00,1617,CKL,,Chkalovsky Airport,CKL,1,55.882873,38.05979,,
CKT_00,1618,CKM,KCKM,Fletcher Field,CKM,1,34.2,-90.583333,,
CKU_00,1619,CKN,KCKN,Crookston Municipal Airport,CKN,1,47.783333,-96.616667,,
CKV_00,1620,CKO,SSCP,Cornelio Procopio Airport,CKO,1,-23.116667,-50.666667,,
CKW_00,1621,CKP,,Chongqing Chongqinbei Rail Stn,CKG,1,29.61333333,106.5444444,,
CKX_00,1622,CKR,,Crane Island Airport,CKR,1,48.6,-123,,
CKY_00,1623,CKS,SBCJ,Carajas Airport,CKS,1,-6.114749,-50.001944,,
CKZ_00,1624,CKT,,Sarakhs Airport,CKT,1,36.488056,61.07,,
CLA_00,1625,CKU,,Cordova Municipal Airport,CDV,1,60.543819,-145.726976,,
CLB_00,1626,CKV,KCKV,Outlaw Field,CKV,1,36.620833,-87.414444,,
CLC_00,1627,CKW,,Christmas Creek Mine Airport,CKW,1,-22.3525,119.63883,,
CLD_00,1628,CKX,,Chicken Airport,CKX,1,64.067778,-141.949167,,
CLE_00,1629,CKY,GUCY,Conakry Airport,CKY,1,9.575655,-13.62017,,
CLF_00,1630,CKZ,LTBH,Canakkale Airport,CKZ,1,40.137422,26.426943,,
CLG_00,1631,CLA,VGCM,Comilla Airport,CLA,1,23.4375,91.192222,,
CLH_00,1632,CLB,,Colchester - Bus Station,IPW,1,51.88833333,-0.904722222,,
CLI_00,1633,CLC,,Metroport Airport,CLC,0,29.556944,-95.1375,,
CLJ_00,1634,CLD,KCRQ,McClellan-Palomar Airport,CLD,1,33.127288,-117.278883,,
CLK_00,1635,CLE,KCLE,Cleveland Hopkins International Airport,CLE,1,41.410856,-81.83821,,
CLL_00,1636,CLF,EGYC,Coltishall Ab,CLF,1,52.8,1.420935,,
CLM_00,1637,CLG,,Coalinga Airport,CLG,1,36.15,-120.35,,
CLN_00,1638,CLH,YCAH,Coolah Airport,CLH,1,-31.833333,149.7,,
CLO_00,1639,CLI,KCLI,Clintonville Municipal Airport,CLI,1,44.61666667,-88.76666667,,
CLP_00,1640,CLJ,LRCL,Cluj-Napoca International Airport,CLJ,1,46.782061,23.687014,,
CLQ_00,1641,CLK,KCLK,Clinton Regional Airport,CSM,1,35.538056,-98.9325,,
CLR_00,1642,CLL,KCLL,Easterwood Airport,CLL,1,30.593842,-96.366818,,
CLS_00,1643,CLM,KCLM,William R. Fairchild International Airport,CLM,1,48.118658,-123.497237,,
CLT_00,1644,CLN,SBCI,Carolina Airport,CLN,1,-7.333333,-47.45,,
CLU_00,1645,CLO,SKCL,Alfonso B. Aragon Airport,CLO,1,3.543056,-76.381389,,
CLV_00,1646,CLP,,Clarks Point Airport,CLP,1,58.836903,-158.528192,,
CLW_00,1647,CLQ,MMIA,Miguel de la Madrid Airport,CLQ,1,19.277,-103.577002,,
CLX_00,1648,CLR,KCLR,Cliff Hatfield Memorial Airport,CLR,1,33.1315,-115.521004,,
CLY_00,1649,CLS,KCLS,Centralia Airport,CLS,1,46.673889,-122.981111,,
CLZ_00,1650,CLT,KCLT,Charlotte Douglas International Airport,CLT,1,35.219167,-80.935833,,
CMA_00,1651,CLU,KBAK,Columbus Municipal Airport,CLU,1,39.261918,-85.896329,,
CMB_00,1652,CLV,SBCN,Nelson R. Guimaraes Airport,CLV,1,-17.725605,-48.60746,,
CMC_00,1653,CLW,KCLW,Clearwater Air Park,TPA,1,27.976667,-82.758611,,
CMD_00,1654,CLX,SATC,Clorinda Airport,CLX,1,-25.333333,-57.666667,,
CME_00,1655,CLY,LFKC,Sainte Catherine Airport,CLY,1,42.527778,8.791667,,
CMF_00,1656,CLZ,SVCL,Calabozo Airport,CLZ,1,8.933333,-67.433333,,
CMG_00,1657,CMA,YCMU,Cunnamulla Airport,CMA,1,-28.031389,145.616111,,
CMH_00,1658,CMB,VCBI,Colombo Metropolitan Area,CMB,1,7.174112,79.886494,,
CMI_00,1659,CMC,,Camocim Airport,CMC,1,-2.916667,-40.833333,,
CMJ_00,1660,CMD,YCTM,Cootamundra Airport,CMD,1,-34.628333,148.043333,,
CMK_00,1661,CME,MMCE,Ciudad Del Carmen Airport,CME,1,18.651029,-91.802734,,
CML_00,1662,CMF,LFLB,Chambery Airport,CMF,1,45.637994,5.88437,,
CMM_00,1663,CMG,SBCR,Corumba Internacional Airport,CMG,1,-19.011111,-57.672222,,
CMN_00,1664,CMH,KCMH,Columbus Metropolitan Area,CMH,1,39.998181,-82.884966,,
CMN_01,1665,CMI,KCMI,University of Illinois Willard Airport,CMI,1,40.039167,-88.278056,,
CMN_02,1666,CMJ,RCCM,Qimei Airport,CMJ,1,23.211497,119.417519,,
CMN_03,1667,CMK,FWCM,Club Makokola Airport,CMK,1,-14.3069,35.1325,,
CMO_00,1668,CML,,Camooweal Airport,CML,1,-19.933333,138.116667,,
CMP_00,1669,CMM,,Carmelita Airport,CMM,1,17.458333,-90.053333,,
CMQ_00,1670,CMN,GMMN,Mohamed V International Airport,CAS,1,33.366667,-7.586667,,
CMR_00,1671,CMN,GMMN,Mohamed V International Airport,CAS,1,33.366667,-7.586667,,
CMS_00,1672,CMN,GMMN,Mohamed V International Airport,CAS,1,33.366667,-7.586667,,
CMT_00,1673,CMN,GMMN,Mohamed V International Airport,CAS,1,33.366667,-7.586667,,
CMU_00,1674,CMO,HCMO,Obbia Airport,CMO,1,5.366667,48.516667,,
CMV_00,1675,CMP,SNKE,Santana do Araguaia Airport,CMP,1,-9.319973,-50.328492,,
CMW_00,1676,CMQ,YCMT,Clermont Airport,CMQ,1,-22.77181,147.621888,,
CMX_00,1677,CMR,LFGA,Colmar-Houssen Airport,CMR,1,48.083333,7.366667,,
CMY_00,1678,CMS,HCMS,Scusciuban Airport,CMS,1,10.3,50.233333,,
CMZ_00,1679,CMT,,Cameta Airport,CMT,1,-2.2,-49.5,,
CNA_00,1680,CMU,,Chimbu Airport,CMU,1,-6.020586,144.972845,,
CNB_00,1681,CMV,NZCX,Coromandel Airport,CMV,1,-36.791132,175.508453,,
CNC_00,1682,CMW,MUCM,Ign Agramonte International Airport,CMW,1,21.418611,-77.849722,,
CND_00,1683,CMX,KCMX,Houghton County Airport,CMX,1,47.167778,-88.486389,,
CNE_00,1684,CMY,KCMY,Fort McCoy Army Air Field,CMY,1,44.033472,-90.778972,,
CNF_00,1685,CMZ,,Caia Airport,CMZ,1,-17.85,35.4,,
CNF_01,1686,CNA,MMCA,Cananea Airport,CNA,1,31,-110.333333,,
CNF_03,1687,CNB,YCNM,Coonamble Airport,CNB,1,-30.980833,148.378333,,
CNG_00,1688,CNC,YCCT,Coconut Island Airport,CNC,1,-10.049966,143.070066,,
CNH_00,1689,CND,LRCK,Kogalniceanu Airport,CND,1,44.35,28.483333,,
CNI_00,1690,CNE,,Canon City Airport,CNE,1,38.45,-105.233333,,
CNJ_00,1691,CNF,SBCF,Tancredo Neves International Airport,BHZ,1,-19.632417,-43.963213,,
CNK_00,1692,CNF,SBCF,Tancredo Neves International Airport,BHZ,1,-19.632417,-43.963213,,
CNL_00,1693,CNF,SBCF,Tancredo Neves International Airport,BHZ,1,-19.632417,-43.963213,,
CNM_00,1694,CNG,LFBG,Chateaubernard Airport,CNG,1,45.683333,-0.333333,,
CNN_00,1695,CNH,KCNH,Claremont Municipal Airport,CNH,1,43.383333,-72.333333,,
CNO_00,1696,CNI,ZYCH,Changhai Airport,CNI,1,39.26702,122.663948,,
CNP_00,1697,CNJ,YCCY,Cloncurry Airport,CNJ,1,-20.668905,140.508521,,
CNQ_00,1698,CNK,KCNK,Blosser Municipal Airport,CNK,1,39.566667,-97.666667,,
CNR_00,1699,CNL,EKSN,Sindal Airport,CNL,1,57.483333,10.216667,,
CNS_00,1700,CNM,KCNM,Cavern City Air Terminal,CNM,1,32.337222,-104.262778,,
CNS_01,1701,CNN,,Kannur International Airport,CNN,1,11.920073,75.549919,,
CNS_02,1702,CNO,KCNO,Chino Airport,CNO,1,33.980833,-117.639167,,
CNS_0D,1703,CNP,BGCO,Neerlerit Inaat Airport,CNP,1,70.743056,-22.658333,,
CNS_0I,1704,CNQ,SARC,Camba Punta Airport,CNQ,1,-27.449722,-58.762222,,
CNS_0R,1705,CNR,SCRA,Chanaral Airport,CNR,1,-26.329167,-70.604167,,
CNT_00,1706,CNS,YBCS,Cairns Airport,CNS,1,-16.876538,145.754041,,
CNU_00,1707,CNS,YBCS,Cairns Airport,CNS,1,-16.876538,145.754041,,
CNV_00,1708,CNS,YBCS,Cairns Airport,CNS,1,-16.876538,145.754041,,
CNW_00,1709,CNS,YBCS,Cairns Airport,CNS,1,-16.876538,145.754041,,
CNX_00,1710,CNS,YBCS,Cairns Airport,CNS,1,-16.876538,145.754041,,
CNY_00,1711,CNS,YBCS,Cairns Airport,CNS,1,-16.876538,145.754041,,
CNZ_00,1712,CNT,,Charata Airport,CNT,1,-27.216667,-61.233333,,
COA_00,1713,CNU,KCNU,Martin Johnson Airport,CNU,1,37.683333,-95.45,,
COB_00,1714,CNV,,Canavieiras Airport,CNV,1,-15.666667,-38.983333,,
COC_00,1715,CNW,KCNW,TSTC Waco Airport,ACT,1,31.63759,-97.073408,,
COD_00,1716,CNX,VTCC,Chiang Mai International Airport,CNX,1,18.769574,98.968409,,
COE_00,1717,CNY,KCNY,Canyonlands Field,CNY,1,38.759444,-109.746111,,
COF_00,1718,CNZ,,Cangamba Airport,CNZ,1,-11.5,19,,
COG_00,1719,COA,,Columbia Airport,COA,1,38.028889,-120.412778,,
COH_00,1720,COB,,Coolibah Airport,COB,1,-15.55,130.933333,,
COI_00,1721,COC,SAAC,Comodoro Pierrestegui Airport,COC,1,-31.297222,-57.996389,,
COJ_00,1722,COD,KCOD,Yellowstone Regional Airport,COD,1,44.515833,-109.0275,,
COK_00,1723,COE,KCOE,Pappy Boyington Field,COE,1,47.774279,-116.819654,,
COK_01,1724,COF,KCOF,Patrick Air Force Base,COI,1,28.241516,-80.609387,,
COK_02,1725,COG,SKCD,Mandinga Airport,COG,1,5.071961,-76.676625,,
COK_03,1726,COH,VECO,Cooch Behar Airport,COH,1,26.333333,89.466667,,
COL_00,1727,COI,KCOI,Merritt Island Airport,COI,1,28.342023,-80.68677,,
COM_00,1728,COJ,YCBB,Coonabarabran Airport,COJ,1,-31.337222,149.271944,,
CON_00,1729,COK,VOCI,Cochin International Airport,COK,1,10.155644,76.390537,,
COO_00,1730,COK,VOCI,Cochin International Airport,COK,1,10.155644,76.390537,,
